1,2.30E+02
7,5.18E+02
9,2.30E+02
11,1.83E+02
14,1.83E+02
17,3.30E+01
19,1.83E+02
21,3.30E+01
24,5.00E+02
25,5.00E+02
28,2.30E+02
30,2.30E+02
32,2.30E+02
35,3.30E+01
36,2.30E+02
39,2.30E+02
42,3.30E+01
43,3.30E+01
45,2.30E+02
47,1.58E+03
48,1.58E+03
51,1.93E+03
56,2.30E+02
58,2.30E+02
64,2.30E+02
66,1.93E+03
70,2.30E+02
71,2.30E+02
72,2.30E+02
93,3.30E+01
95,2.30E+02
104,1.83E+02
114,2.30E+02
117,2.00E+02
118,5.18E+02
119,1.83E+02
128,3.30E+01
130,5.18E+02
132,2.30E+02
137,3.30E+01
139,2.30E+02
141,2.30E+02
149,5.18E+02
154,5.00E+02
157,5.18E+02
158,1.83E+02
159,2.30E+02
160,5.00E+02
162,2.30E+02
165,5.18E+02
166,2.30E+02
168,5.18E+02
169,1.93E+03
170,2.39E+02
172,3.12E+02
173,5.00E+02
174,2.16E+02
181,2.05E+02
186,8.26E+02
189,4.03E+02
190,8.11E+02
191,2.30E+02
193,2.30E+02
200,8.26E+02
201,2.16E+02
202,2.16E+02
204,2.05E+02
206,1.33E+03
209,2.16E+02
210,8.11E+02
213,2.40E+02
216,8.11E+02
218,8.11E+02
223,8.11E+02
225,4.03E+02
226,3.12E+02
230,8.11E+02
232,2.40E+02
233,4.34E+02
235,8.11E+02
239,8.11E+02
241,8.42E+02
242,3.09E+02
243,3.09E+02
252,3.50E+02
253,2.98E+01
254,8.11E+02
256,1.03E+03
258,2.05E+02
259,4.03E+02
260,5.50E+02
261,8.11E+02
262,8.11E+02
267,1.14E+02
276,2.05E+02
277,8.11E+02
280,2.30E+02
281,2.05E+02
282,1.03E+03
286,3.45E+02
287,8.66E+02
288,6.00E+02
292,4.03E+02
294,8.11E+02
295,3.45E+02
299,3.12E+02
304,2.05E+02
306,2.10E+02
308,5.34E+02
310,2.30E+02
312,2.16E+02
314,2.16E+02
315,8.42E+02
317,1.14E+02
319,1.14E+02
323,1.50E+03
328,2.05E+02
333,2.05E+02
334,1.50E+03
336,2.05E+02
337,2.30E+02
339,2.05E+02
341,4.71E+02
343,1.03E+03
344,2.10E+02
348,2.40E+02
349,1.33E+03
350,3.12E+02
352,5.34E+02
353,4.75E+02
355,8.26E+02
358,1.14E+02
359,4.03E+02
361,4.75E+02
365,8.11E+02
367,2.16E+02
370,6.00E+02
371,2.40E+02
375,4.34E+02
380,1.92E+02
382,2.16E+02
383,2.05E+02
384,8.11E+02
390,8.11E+02
392,2.16E+02
393,3.12E+02
394,2.05E+02
397,8.66E+02
400,2.05E+02
401,3.09E+02
402,4.03E+02
404,2.40E+02
405,4.00E+02
406,1.92E+02
408,4.03E+02
409,4.71E+02
413,4.03E+02
415,5.34E+02
416,4.03E+02
419,4.71E+02
421,2.05E+02
422,5.00E+02
427,5.18E+02
428,4.03E+02
430,4.34E+02
433,2.16E+02
436,2.40E+02
438,8.26E+02
441,2.40E+02
445,2.05E+02
446,4.03E+02
448,1.03E+03
449,4.03E+02
452,4.03E+02
457,9.28E+02
458,9.28E+02
463,1.50E+03
466,8.11E+02
467,9.28E+02
468,3.88E+02
470,4.75E+02
471,2.05E+02
472,4.03E+02
473,8.26E+02
474,2.05E+02
475,3.45E+02
476,8.66E+02
477,3.45E+02
480,1.14E+02
484,3.12E+02
485,4.03E+02
486,4.03E+02
487,5.00E+02
488,1.60E+02
491,8.11E+02
496,8.11E+02
502,3.12E+02
503,3.45E+02
504,3.12E+02
510,8.66E+02
513,2.05E+02
518,4.03E+02
522,3.45E+02
524,8.26E+02
525,3.12E+02
528,4.03E+02
530,2.16E+02
531,3.09E+02
535,4.75E+02
537,2.05E+02
539,1.96E+02
540,2.98E+01
541,1.14E+02
544,4.03E+02
545,3.12E+02
548,4.03E+02
552,2.16E+02
555,4.75E+02
556,2.39E+02
557,8.11E+02
558,2.05E+02
561,3.56E+02
562,1.73E+02
563,2.10E+02
566,8.11E+02
568,2.05E+02
569,4.34E+02
571,2.30E+02
572,2.40E+02
574,1.14E+02
579,1.03E+03
580,2.30E+02
582,1.14E+02
588,3.88E+02
589,2.05E+02
593,4.00E+02
594,3.12E+02
597,2.98E+01
599,3.45E+02
601,3.45E+02
602,1.09E+02
605,2.16E+02
606,4.03E+02
607,1.14E+02
609,2.16E+02
610,2.30E+02
611,2.98E+01
612,5.00E+02
614,8.11E+02
615,2.40E+02
617,1.03E+03
618,3.12E+02
619,8.11E+02
624,4.71E+02
625,4.00E+02
628,2.05E+02
632,2.05E+02
634,6.00E+02
637,8.11E+02
639,3.12E+02
641,3.12E+02
642,8.66E+02
643,1.03E+03
644,8.66E+02
645,3.45E+02
647,2.40E+02
648,9.01E+02
649,5.18E+02
650,4.71E+02
654,8.66E+02
655,8.11E+02
656,3.45E+02
661,4.34E+02
665,2.40E+02
666,1.14E+02
667,2.16E+02
668,2.40E+02
669,4.03E+02
670,2.05E+02
672,6.00E+02
673,2.05E+02
676,9.28E+02
679,8.11E+02
682,1.50E+03
683,8.11E+02
684,9.28E+02
690,5.00E+02
691,1.67E+02
692,1.33E+03
693,2.40E+02
695,4.03E+02
697,4.75E+02
698,8.11E+02
700,2.98E+01
702,2.39E+02
706,1.33E+03
708,2.40E+02
710,3.45E+02
711,4.03E+02
712,2.30E+02
713,8.11E+02
717,2.10E+02
718,2.30E+02
720,1.33E+03
721,2.39E+02
722,2.16E+02
723,8.66E+02
726,8.11E+02
730,4.00E+02
733,8.11E+02
736,8.11E+02
737,4.03E+02
739,4.03E+02
741,8.11E+02
742,4.03E+02
743,8.11E+02
744,3.45E+02
745,4.03E+02
746,8.11E+02
747,1.14E+02
749,1.03E+03
753,1.73E+02
754,1.14E+02
755,2.16E+02
757,8.11E+02
759,1.14E+02
760,3.12E+02
761,2.05E+02
762,3.12E+02
764,4.34E+02
766,5.18E+02
770,2.40E+02
774,4.34E+02
775,1.33E+03
784,8.66E+02
786,2.39E+02
787,4.03E+02
793,8.11E+02
795,9.28E+02
796,4.03E+02
799,3.56E+02
801,2.16E+02
804,4.34E+02
806,2.30E+02
809,4.03E+02
811,2.16E+02
812,8.11E+02
813,5.00E+02
815,4.00E+02
818,4.03E+02
820,3.45E+02
821,8.66E+02
827,8.11E+02
828,4.00E+02
830,8.42E+02
832,2.40E+02
839,3.12E+02
841,8.11E+02
842,2.05E+02
843,8.66E+02
844,8.26E+02
850,2.98E+01
851,2.40E+02
856,4.75E+02
861,1.14E+02
863,2.30E+02
865,4.71E+02
867,2.39E+02
869,4.03E+02
870,8.11E+02
871,4.03E+02
872,2.30E+02
873,4.03E+02
875,3.40E+02
877,1.14E+02
878,8.26E+02
879,2.98E+01
880,8.66E+02
881,2.30E+02
882,8.11E+02
883,1.33E+03
886,8.11E+02
888,2.05E+02
890,1.14E+02
892,3.45E+02
893,2.05E+02
900,2.30E+02
905,1.50E+03
909,3.12E+02
912,1.14E+02
